0.00099201    3815.2    3813.0524587497694    3815.199936684614    3815.123397946548
0.0010063    3866.0    3863.9889502737456    3865.999938988288    3865.9201365399626
0.0010208    3917.5    3915.5822793199773    3917.4999401310088    3917.41673524844
0.0010355    3969.7    3967.7932027171437    3969.6999387452456    3969.61319047053
0.0010504    4022.5    4020.61810001556    4022.4999377927743    4022.4094991371358
0.0010655    4075.9    4074.0531290191707    4075.899937182865    4075.805655956406
0.0010808    4130.1    4128.094873571803    4130.099929827512    4130.00165070813
0.0010963    4184.8    4182.738942370587    4184.799925786453    4184.697484761073
0.0011121    4240.3    4238.333614244239    4240.299927139793    4240.19312587356
0.0011281    4296.5    4294.536882094846    4296.499925152836    4296.38858825408
0.0011444    4353.3    4351.6500045246    4353.299935260107    4353.183848161567
0.0011608    4410.9    4409.012979575935    4410.899923822857    4410.778933311082
0.0011775    4469.1    4467.306306248981    4469.099925491958    4468.973801656984
0.0011945    4528.1    4526.523823282668    4528.099932623262    4527.968438838153
0.0012116    4587.8    4585.964658472493    4587.79991928246    4587.662883448468
0.0012291    4648.2    4646.666330081176    4648.1999305873605    4648.057060878206
0.0012468    4709.3    4707.928620750567    4709.299936132033    4709.151006915159
0.0012647    4771.2    4769.747911885098    4771.199930417561    4771.044710436578
0.0012829    4833.9    4832.462068476354    4833.899929098544    4833.738138045596
0.0013014    4897.2    4896.0663083250565    4897.199942476197    4897.031285961337
0.0013201    4961.4    4960.210580964365    4961.399937901765    4961.224159335397
0.0013391    5026.3    5025.23211368012    5026.299942630453    5026.116728957441
0.0013583    5092.0    5090.78300793365    5091.999932731896    5091.80900741509
0.0013779    5158.5    5157.538930677897    5158.499945333684    5158.3009278643185
0.0013977    5225.8    5224.811525565924    5225.799942147423    5225.592534422948
0.0014178    5293.8    5292.934592970216    5293.79994788301    5293.583790013897
0.0014382    5362.7    5361.8948840046805    5362.699950108608    5362.474673915798
0.0014589    5432.4    5431.702628474676    5432.3999555324235    5432.165176363237
0.0014799    5502.8    5502.332616148101    5502.799969333357    5502.55528778563
0.0015012    5574.2    5573.783126424464    5574.199971854507    5573.9449803861935
