9.920099999999999838e-04 3.815199998940575369e+03 3.815199935647718121e+03 3.815123396785437762e+03 -5.644917614024443087e-02 -1.323926261740136084e-03 -4.852177345440035205e-01 -6.550728518253788601e-02 -1.609835664907044439e+00 6.261631360290230083e-03
1.006299999999999903e-03 3.866000001865182185e+03 3.865999940875190987e+03 3.865920138283875531e+03 -5.805475979716493568e-02 -1.402038176104129959e-03 -5.059160169035419319e-01 -6.740707785303838573e-02 -1.656487017424213004e+00 6.617765923961359091e-03
1.020800000000000093e-03 3.917500002159933501e+03 3.917499942313095289e+03 3.917416737292745438e+03 -5.970554438847777701e-02 -1.484778643257685798e-03 -5.275039673864306833e-01 -6.936249901839591780e-02 -1.704502315828672732e+00 6.994094775991646119e-03
1.035499999999999962e-03 3.969699998970513207e+03 3.969699937738623248e+03 3.969613189324441919e+03 -6.140123485266405640e-02 -1.572342558165295244e-03 -5.500047816501510978e-01 -7.137338111813079644e-02 -1.753877265289272236e+00 7.391394377026555725e-03
1.050399999999999945e-03 4.022499993144015207e+03 4.022499930958734240e+03 4.022409492173907438e+03 -6.314265659708463707e-02 -1.664991077546713188e-03 -5.734381896369739051e-01 -7.344089203156725643e-02 -1.804640360139163624e+00 7.810731177443355593e-03
1.065500000000000041e-03 4.075900006683666561e+03 4.075899943889990936e+03 4.075805662556044808e+03 -6.493064026703630753e-02 -1.762997004559853018e-03 -5.978379939950909661e-01 -7.556621542219671417e-02 -1.856820468574108318e+00 8.253218381778859927e-03
1.080800000000000033e-03 4.130099999706015296e+03 4.130099929553020957e+03 4.130001650322337809e+03 -6.676601986708066705e-02 -1.866646945816221800e-03 -6.232691738611140231e-01 -7.775055055900245704e-02 -1.910446832496814684e+00 8.720018116664212532e-03
1.096299999999999922e-03 4.184799998238383523e+03 4.184799924052575989e+03 4.184697482904775825e+03 -6.864963303732973809e-02 -1.976241271890225287e-03 -6.497235968285215435e-01 -7.999511237219333881e-02 -1.965549066456671934e+00 9.212342883271698937e-03
1.112099999999999981e-03 4.240300016019237773e+03 4.240299943185776101e+03 4.240193141812203066e+03 -7.059471155641831863e-02 -2.092847485413562754e-03 -6.774063125815009689e-01 -8.231592417415024843e-02 -2.022520281607141257e+00 9.734830980213065102e-03
1.128099999999999936e-03 4.296499951909841911e+03 4.296499876521673286e+03 4.296388540107759582e+03 -7.259002980374738845e-02 -2.216106891564100564e-03 -7.062268102868682895e-01 -8.469986247250906042e-02 -2.081038059695190068e+00 1.028570390544721394e-02
1.144400000000000061e-03 4.353300065972317498e+03 4.353300001255768620e+03 4.353183914099974572e+03 -7.464915275389860660e-02 -2.347188746267618933e-03 -7.363374018501231966e-01 -8.716341813803671346e-02 -2.141506920593146290e+00 1.087000902490511435e-02
1.160800000000000026e-03 4.410899966362960186e+03 4.410899890216512176e+03 4.410778899644424200e+03 -7.674766873790142552e-02 -2.484850501872154331e-03 -7.675602252064577247e-01 -8.967765133301011660e-02 -2.203216266079112806e+00 1.148203037247103216e-02
1.177499999999999944e-03 4.469099994382509067e+03 4.469099919905331262e+03 4.468973796018942267e+03 -7.891202461660735967e-02 -2.631156162598773367e-03 -8.001646915069596799e-01 -9.227452942301576921e-02 -2.266950431209131978e+00 1.213075247023518398e-02
1.194500000000000032e-03 4.528100008143678679e+03 4.528099940795092152e+03 4.527968446994646911e+03 -8.114357768548950689e-02 -2.786619450370692291e-03 -8.342417903441238236e-01 -9.495604101941026998e-02 -2.332757867443425503e+00 1.281823197446266271e-02
1.211599999999999960e-03 4.587799996294222183e+03 4.587799915608867195e+03 4.587662879753314883e+03 -8.341693251125854858e-02 -2.949836071567774227e-03 -8.695454314811666974e-01 -9.769198109612520220e-02 -2.399897012135811192e+00 1.353804004778279974e-02
