 # k, pm_lin, pm_lin_IR, pm_1loop_IR, pb1b2, pb1bG2, pb1bGamma3, pb22, pb2bg2, pbg22
 9.591000e-02 6.148200e+03 6.197602e+03 6.286205e+03 8.825799e+02 -1.552793e+03 -3.182245e+03 -3.621348e+02 -2.355473e+03 1.490997e+03 
 9.729000e-02 5.989200e+03 6.049011e+03 6.146430e+03 8.939821e+02 -1.570043e+03 -3.167796e+03 -3.696198e+02 -2.367357e+03 1.502571e+03 
 9.869000e-02 5.837600e+03 5.906807e+03 6.013131e+03 9.051675e+02 -1.586890e+03 -3.154732e+03 -3.772102e+02 -2.378910e+03 1.513946e+03 
 1.001100e-01 5.693900e+03 5.771270e+03 5.886620e+03 9.161441e+02 -1.603358e+03 -3.143320e+03 -3.849035e+02 -2.390135e+03 1.525132e+03 
 1.015500e-01 5.558400e+03 5.642521e+03 5.767042e+03 9.269210e+02 -1.619469e+03 -3.133782e+03 -3.926977e+02 -2.401034e+03 1.536135e+03 
 1.030100e-01 5.431400e+03 5.520654e+03 5.654523e+03 9.375119e+02 -1.635241e+03 -3.126311e+03 -4.005915e+02 -2.411605e+03 1.546958e+03 
 1.044900e-01 5.313200e+03 5.405769e+03 5.549159e+03 9.479440e+02 -1.650707e+03 -3.121137e+03 -4.085821e+02 -2.421848e+03 1.557607e+03 
 1.060000e-01 5.203600e+03 5.297386e+03 5.450654e+03 9.583080e+02 -1.665997e+03 -3.118456e+03 -4.167202e+02 -2.431826e+03 1.568153e+03 
 1.075200e-01 5.102500e+03 5.195689e+03 5.358952e+03 9.684712e+02 -1.681013e+03 -3.117919e+03 -4.248970e+02 -2.441407e+03 1.578458e+03 
 1.090700e-01 5.009400e+03 5.099794e+03 5.273359e+03 9.786124e+02 -1.695916e+03 -3.119852e+03 -4.332179e+02 -2.450702e+03 1.588650e+03 
 1.106400e-01 4.924000e+03 5.009552e+03 5.193581e+03 9.886708e+02 -1.710655e+03 -3.124092e+03 -4.416248e+02 -2.459617e+03 1.598640e+03 
 1.122300e-01 4.845600e+03 4.924347e+03 5.119102e+03 9.986962e+02 -1.725292e+03 -3.130238e+03 -4.501170e+02 -2.468177e+03 1.608442e+03 
 1.138500e-01 4.773300e+03 4.843248e+03 5.049158e+03 1.008766e+03 -1.739960e+03 -3.138094e+03 -4.587450e+02 -2.476426e+03 1.618106e+03 
 1.154800e-01 4.706400e+03 4.766069e+03 4.983311e+03 1.018780e+03 -1.754531e+03 -3.147064e+03 -4.674016e+02 -2.484253e+03 1.627502e+03 
 1.171400e-01 4.643700e+03 4.691525e+03 4.920454e+03 1.028877e+03 -1.769177e+03 -3.156630e+03 -4.761936e+02 -2.491746e+03 1.636732e+03 
 1.188300e-01 4.584200e+03 4.618889e+03 4.859886e+03 1.039077e+03 -1.783918e+03 -3.166814e+03 -4.851143e+02 -2.498883e+03 1.645772e+03 
 1.205400e-01 4.526600e+03 4.547472e+03 4.800755e+03 1.049311e+03 -1.798689e+03 -3.177073e+03 -4.941079e+02 -2.505603e+03 1.654548e+03 
 1.222700e-01 4.469700e+03 4.476475e+03 4.742249e+03 1.059582e+03 -1.813499e+03 -3.186563e+03 -5.031748e+02 -2.511897e+03 1.663041e+03 
 1.240300e-01 4.412100e+03 4.404838e+03 4.683348e+03 1.069959e+03 -1.828408e+03 -3.194803e+03 -5.123647e+02 -2.517787e+03 1.671278e+03 
 1.258200e-01 4.352700e+03 4.331919e+03 4.623365e+03 1.080414e+03 -1.843365e+03 -3.201259e+03 -5.216766e+02 -2.523248e+03 1.679229e+03 
 1.276300e-01 4.290600e+03 4.257438e+03 4.561865e+03 1.090881e+03 -1.858298e+03 -3.205362e+03 -5.310564e+02 -2.528237e+03 1.686827e+03 
 1.294700e-01 4.224700e+03 4.180632e+03 4.498104e+03 1.101376e+03 -1.873200e+03 -3.206685e+03 -5.405503e+02 -2.532766e+03 1.694093e+03 
 1.313300e-01 4.154400e+03 4.101473e+03 4.431940e+03 1.111820e+03 -1.887979e+03 -3.204613e+03 -5.501036e+02 -2.536778e+03 1.700947e+03 
 1.332200e-01 4.079000e+03 4.019505e+03 4.363227e+03 1.122202e+03 -1.902575e+03 -3.198854e+03 -5.597672e+02 -2.540278e+03 1.707399e+03 
 1.351300e-01 3.998100e+03 3.934865e+03 4.291653e+03 1.132451e+03 -1.916913e+03 -3.189302e+03 -5.694861e+02 -2.543266e+03 1.713426e+03 
 1.370800e-01 3.911700e+03 3.847356e+03 4.217296e+03 1.142609e+03 -1.931017e+03 -3.176064e+03 -5.793629e+02 -2.545764e+03 1.719073e+03 
 1.390500e-01 3.819900e+03 3.757618e+03 4.140354e+03 1.152534e+03 -1.944698e+03 -3.159124e+03 -5.892915e+02 -2.547744e+03 1.724274e+03 
 1.410500e-01 3.723400e+03 3.666032e+03 4.061374e+03 1.162221e+03 -1.957934e+03 -3.138754e+03 -5.993187e+02 -2.549216e+03 1.729049e+03 
 1.430800e-01 3.622800e+03 3.573112e+03 3.980792e+03 1.171624e+03 -1.970661e+03 -3.115338e+03 -6.094418e+02 -2.550179e+03 1.733396e+03 
 1.451400e-01 3.519100e+03 3.479555e+03 3.899291e+03 1.180702e+03 -1.982813e+03 -3.089350e+03 -6.196569e+02 -2.550637e+03 1.737316e+03 
 1.472300e-01 3.413800e+03 3.386285e+03 3.817837e+03 1.189411e+03 -1.994324e+03 -3.061389e+03 -6.299603e+02 -2.550594e+03 1.740812e+03 
 1.493500e-01 3.307900e+03 3.293910e+03 3.736946e+03 1.197726e+03 -2.005161e+03 -3.032065e+03 -6.403487e+02 -2.550060e+03 1.743893e+03 
 1.515000e-01 3.202800e+03 3.203205e+03 3.657510e+03 1.205618e+03 -2.015284e+03 -3.001982e+03 -6.508150e+02 -2.549046e+03 1.746572e+03 
 1.536700e-01 3.099900e+03 3.115054e+03 3.580281e+03 1.213045e+03 -2.024644e+03 -2.971826e+03 -6.613062e+02 -2.547571e+03 1.748851e+03 
 1.558900e-01 3.000500e+03 3.029564e+03 3.505642e+03 1.220095e+03 -2.033360e+03 -2.942363e+03 -6.719700e+02 -2.545623e+03 1.750773e+03 
 1.581300e-01 2.905800e+03 2.947746e+03 3.434213e+03 1.226656e+03 -2.041255e+03 -2.914174e+03 -6.826478e+02 -2.543211e+03 1.752303e+03 
 1.604000e-01 2.816800e+03 2.869795e+03 3.366469e+03 1.232787e+03 -2.048483e+03 -2.887790e+03 -6.933876e+02 -2.540366e+03 1.753487e+03 
 1.627100e-01 2.734200e+03 2.795748e+03 3.302430e+03 1.238573e+03 -2.055082e+03 -2.863498e+03 -7.042277e+02 -2.537096e+03 1.754353e+03 
 1.650500e-01 2.658700e+03 2.725914e+03 3.242444e+03 1.243988e+03 -2.061144e+03 -2.841579e+03 -7.151200e+02 -2.533421e+03 1.754906e+03 
 1.674300e-01 2.590300e+03 2.659961e+03 3.186319e+03 1.249109e+03 -2.066703e+03 -2.821992e+03 -7.261061e+02 -2.529333e+03 1.755158e+03 
 1.698400e-01 2.528900e+03 2.597820e+03 3.133933e+03 1.253952e+03 -2.071793e+03 -2.804659e+03 -7.371365e+02 -2.524859e+03 1.755117e+03 
 1.722800e-01 2.474100e+03 2.539142e+03 3.084995e+03 1.258558e+03 -2.076474e+03 -2.789372e+03 -7.482070e+02 -2.520004e+03 1.754787e+03 
 1.747600e-01 2.425200e+03 2.483331e+03 3.038978e+03 1.262970e+03 -2.080843e+03 -2.775789e+03 -7.593581e+02 -2.514748e+03 1.754165e+03 
 1.772700e-01 2.381400e+03 2.430070e+03 2.995458e+03 1.267194e+03 -2.084944e+03 -2.763541e+03 -7.705427e+02 -2.509116e+03 1.753256e+03 
 1.798200e-01 2.341500e+03 2.378631e+03 2.953788e+03 1.271291e+03 -2.088783e+03 -2.752068e+03 -7.818010e+02 -2.503084e+03 1.752049e+03 
 1.824100e-01 2.304200e+03 2.328453e+03 2.913405e+03 1.275263e+03 -2.092411e+03 -2.740731e+03 -7.931251e+02 -2.496649e+03 1.750537e+03 
 1.850400e-01 2.268000e+03 2.278951e+03 2.873664e+03 1.279130e+03 -2.095860e+03 -2.728960e+03 -8.045159e+02 -2.489815e+03 1.748714e+03 
 1.877000e-01 2.231800e+03 2.229879e+03 2.834252e+03 1.282834e+03 -2.099062e+03 -2.716226e+03 -8.159238e+02 -2.482592e+03 1.746568e+03 
 1.904000e-01 2.194100e+03 2.180627e+03 2.794689e+03 1.286403e+03 -2.102016e+03 -2.701802e+03 -8.273772e+02 -2.474935e+03 1.744066e+03 
 1.931400e-01 2.154100e+03 2.131019e+03 2.754691e+03 1.289813e+03 -2.104727e+03 -2.685489e+03 -8.388854e+02 -2.466874e+03 1.741226e+03 
 1.959200e-01 2.110800e+03 2.080835e+03 2.714046e+03 1.293034e+03 -2.107116e+03 -2.667001e+03 -8.504419e+02 -2.458402e+03 1.738036e+03 
 1.987400e-01 2.063900e+03 2.030132e+03 2.672706e+03 1.296037e+03 -2.109170e+03 -2.646280e+03 -8.620422e+02 -2.449526e+03 1.734497e+03 
 2.016000e-01 2.013200e+03 1.978989e+03 2.630639e+03 1.298776e+03 -2.110797e+03 -2.623403e+03 -8.736824e+02 -2.440249e+03 1.730605e+03 
 2.045000e-01 1.959100e+03 1.927667e+03 2.588126e+03 1.301214e+03 -2.111992e+03 -2.598614e+03 -8.853574e+02 -2.430576e+03 1.726362e+03 
 2.074400e-01 1.902200e+03 1.876464e+03 2.545440e+03 1.303340e+03 -2.112660e+03 -2.572256e+03 -8.970630e+02 -2.420520e+03 1.721775e+03 
 2.104200e-01 1.843400e+03 1.825729e+03 2.502859e+03 1.305130e+03 -2.112753e+03 -2.544792e+03 -9.087951e+02 -2.410090e+03 1.716851e+03 
 2.134500e-01 1.784000e+03 1.775760e+03 2.460781e+03 1.306554e+03 -2.112317e+03 -2.516668e+03 -9.205874e+02 -2.399262e+03 1.711582e+03 
 2.165200e-01 1.725200e+03 1.727007e+03 2.419578e+03 1.307604e+03 -2.111290e+03 -2.488451e+03 -9.323954e+02 -2.388085e+03 1.705996e+03 
 2.196400e-01 1.668100e+03 1.679623e+03 2.379432e+03 1.308295e+03 -2.109682e+03 -2.460488e+03 -9.442508e+02 -2.376536e+03 1.700089e+03 
 2.228000e-01 1.613800e+03 1.633934e+03 2.340693e+03 1.308622e+03 -2.107512e+03 -2.433206e+03 -9.561092e+02 -2.364669e+03 1.693894e+03 
 2.260000e-01 1.563300e+03 1.590088e+03 2.303488e+03 1.308592e+03 -2.104792e+03 -2.406955e+03 -9.679666e+02 -2.352484e+03 1.687410e+03 
 2.292600e-01 1.517200e+03 1.547918e+03 2.267592e+03 1.308232e+03 -2.101556e+03 -2.381885e+03 -9.798802e+02 -2.339926e+03 1.680617e+03 
 2.325500e-01 1.475500e+03 1.507616e+03 2.233264e+03 1.307573e+03 -2.097863e+03 -2.357898e+03 -9.917497e+02 -2.327128e+03 1.673594e+03 
 2.359000e-01 1.438200e+03 1.468786e+03 2.200237e+03 1.306656e+03 -2.093765e+03 -2.334805e+03 -1.003676e+03 -2.313982e+03 1.666284e+03 
 2.392900e-01 1.404900e+03 1.431447e+03 2.168501e+03 1.305488e+03 -2.089287e+03 -2.312516e+03 -1.015583e+03 -2.300578e+03 1.658740e+03 
 2.427400e-01 1.374700e+03 1.395173e+03 2.137693e+03 1.304088e+03 -2.084448e+03 -2.290587e+03 -1.027537e+03 -2.286843e+03 1.650921e+03 
 2.462300e-01 1.346800e+03 1.359954e+03 2.107734e+03 1.302475e+03 -2.079295e+03 -2.268868e+03 -1.039466e+03 -2.272865e+03 1.642875e+03 
 2.497700e-01 1.320100e+03 1.325492e+03 2.078326e+03 1.300642e+03 -2.073815e+03 -2.247025e+03 -1.051399e+03 -2.258612e+03 1.634585e+03 
 2.533700e-01 1.293500e+03 1.291532e+03 2.049255e+03 1.298586e+03 -2.067999e+03 -2.224734e+03 -1.063363e+03 -2.244053e+03 1.626031e+03 
 2.570100e-01 1.266100e+03 1.258133e+03 2.020544e+03 1.296319e+03 -2.061882e+03 -2.201924e+03 -1.075289e+03 -2.229275e+03 1.617263e+03 
 2.607100e-01 1.237300e+03 1.225088e+03 1.992023e+03 1.293811e+03 -2.055431e+03 -2.178390e+03 -1.087238e+03 -2.214206e+03 1.608235e+03 
 2.644600e-01 1.206700e+03 1.192475e+03 1.963652e+03 1.291071e+03 -2.048625e+03 -2.154209e+03 -1.099173e+03 -2.198900e+03 1.598982e+03 
 2.682700e-01 1.174100e+03 1.160249e+03 1.935418e+03 1.288037e+03 -2.041443e+03 -2.129348e+03 -1.111120e+03 -2.183321e+03 1.589482e+03 
 2.721300e-01 1.140100e+03 1.128601e+03 1.907566e+03 1.284800e+03 -2.033905e+03 -2.104065e+03 -1.123029e+03 -2.167525e+03 1.579758e+03 
 2.760400e-01 1.105100e+03 1.097605e+03 1.880003e+03 1.281270e+03 -2.025956e+03 -2.078568e+03 -1.134904e+03 -2.151524e+03 1.569830e+03 
 2.800100e-01 1.070000e+03 1.067302e+03 1.852858e+03 1.277466e+03 -2.017628e+03 -2.052974e+03 -1.146777e+03 -2.135290e+03 1.559681e+03 
 2.840400e-01 1.035500e+03 1.037760e+03 1.826175e+03 1.273397e+03 -2.008918e+03 -2.027487e+03 -1.158641e+03 -2.118835e+03 1.549322e+03 
 2.881300e-01 1.002600e+03 1.009054e+03 1.800064e+03 1.269076e+03 -1.999818e+03 -2.002259e+03 -1.170492e+03 -2.102172e+03 1.538763e+03 
 2.922800e-01 9.717200e+02 9.811921e+02 1.774547e+03 1.264510e+03 -1.990365e+03 -1.977333e+03 -1.182323e+03 -2.085315e+03 1.528015e+03 
 2.964800e-01 9.433100e+02 9.542298e+02 1.749674e+03 1.259721e+03 -1.980594e+03 -1.952803e+03 -1.194101e+03 -2.068314e+03 1.517112e+03 
 3.007500e-01 9.173800e+02 9.280116e+02 1.725318e+03 1.254698e+03 -1.970472e+03 -1.928545e+03 -1.205879e+03 -2.051100e+03 1.506012e+03 
 3.050700e-01 8.937200e+02 9.026029e+02 1.701512e+03 1.249473e+03 -1.960077e+03 -1.904607e+03 -1.217598e+03 -2.033767e+03 1.494776e+03 
 3.094600e-01 8.718500e+02 8.778321e+02 1.678074e+03 1.244033e+03 -1.949368e+03 -1.880805e+03 -1.229308e+03 -2.016245e+03 1.483361e+03 
 3.139200e-01 8.511400e+02 8.536506e+02 1.655086e+03 1.238382e+03 -1.938360e+03 -1.857042e+03 -1.241002e+03 -1.998544e+03 1.471773e+03 
 3.184300e-01 8.309300e+02 8.301137e+02 1.632454e+03 1.232546e+03 -1.927117e+03 -1.833359e+03 -1.252625e+03 -1.980754e+03 1.460071e+03 
 3.230100e-01 8.106300e+02 8.070910e+02 1.610133e+03 1.226507e+03 -1.915592e+03 -1.809620e+03 -1.264223e+03 -1.962809e+03 1.448214e+03 
 3.276600e-01 7.898100e+02 7.845699e+02 1.588013e+03 1.220257e+03 -1.903788e+03 -1.785833e+03 -1.275771e+03 -1.944731e+03 1.436212e+03 
 3.323800e-01 7.682800e+02 7.625515e+02 1.566235e+03 1.213804e+03 -1.891731e+03 -1.761999e+03 -1.287292e+03 -1.926522e+03 1.424071e+03 
 3.371600e-01 7.461300e+02 7.410885e+02 1.544814e+03 1.207186e+03 -1.879411e+03 -1.738210e+03 -1.298749e+03 -1.908233e+03 1.411827e+03 
 3.420100e-01 7.236500e+02 7.201485e+02 1.523643e+03 1.200378e+03 -1.866847e+03 -1.714471e+03 -1.310165e+03 -1.889836e+03 1.399462e+03 
 3.469300e-01 7.012600e+02 6.997430e+02 1.502770e+03 1.193381e+03 -1.854041e+03 -1.690834e+03 -1.321531e+03 -1.871341e+03 1.386983e+03 
 3.519200e-01 6.794500e+02 6.798789e+02 1.482228e+03 1.186208e+03 -1.840997e+03 -1.667342e+03 -1.332847e+03 -1.852761e+03 1.374401e+03 
 3.569900e-01 6.586500e+02 6.605193e+02 1.461995e+03 1.178853e+03 -1.827693e+03 -1.643980e+03 -1.344130e+03 -1.834071e+03 1.361698e+03 
 3.621200e-01 6.390900e+02 6.417302e+02 1.442112e+03 1.171354e+03 -1.814205e+03 -1.620852e+03 -1.355332e+03 -1.815355e+03 1.348936e+03 
 3.673300e-01 6.208500e+02 6.234271e+02 1.422477e+03 1.163686e+03 -1.800500e+03 -1.597871e+03 -1.366494e+03 -1.796550e+03 1.336071e+03 
 3.726200e-01 6.038200e+02 6.055980e+02 1.403112e+03 1.155857e+03 -1.786568e+03 -1.575032e+03 -1.377609e+03 -1.777668e+03 1.323113e+03 
 3.779800e-01 5.877000e+02 5.882608e+02 1.384016e+03 1.147880e+03 -1.772479e+03 -1.552368e+03 -1.388654e+03 -1.758755e+03 1.310093e+03 
 3.834200e-01 5.721500e+02 5.713703e+02 1.365257e+03 1.139764e+03 -1.758185e+03 -1.529833e+03 -1.399645e+03 -1.739789e+03 1.296999e+03 
 3.889300e-01 5.568200e+02 5.549447e+02 1.346750e+03 1.131517e+03 -1.743741e+03 -1.507481e+03 -1.410549e+03 -1.720822e+03 1.283865e+03 
 3.945300e-01 5.414500e+02 5.389180e+02 1.328377e+03 1.123121e+03 -1.729116e+03 -1.485245e+03 -1.421402e+03 -1.701802e+03 1.270655e+03 
 4.002100e-01 5.259700e+02 5.233146e+02 1.310263e+03 1.114598e+03 -1.714329e+03 -1.463177e+03 -1.432190e+03 -1.682760e+03 1.257395e+03 
 4.059700e-01 5.104200e+02 5.081305e+02 1.292412e+03 1.105958e+03 -1.699403e+03 -1.441248e+03 -1.442908e+03 -1.663707e+03 1.244093e+03 
 4.118100e-01 4.949600e+02 4.933595e+02 1.274815e+03 1.097197e+03 -1.684328e+03 -1.419484e+03 -1.453553e+03 -1.644654e+03 1.230757e+03 
 4.177300e-01 4.798600e+02 4.789966e+02 1.257432e+03 1.088331e+03 -1.669133e+03 -1.397903e+03 -1.464121e+03 -1.625610e+03 1.217394e+03 
 4.237400e-01 4.653000e+02 4.650120e+02 1.240210e+03 1.079347e+03 -1.653797e+03 -1.376479e+03 -1.474625e+03 -1.606556e+03 1.203990e+03 
 4.298400e-01 4.514300e+02 4.514005e+02 1.223231e+03 1.070251e+03 -1.638329e+03 -1.355222e+03 -1.485064e+03 -1.587499e+03 1.190554e+03 
 4.360200e-01 4.382900e+02 4.381769e+02 1.206550e+03 1.061072e+03 -1.622771e+03 -1.334172e+03 -1.495420e+03 -1.568478e+03 1.177115e+03 
 4.423000e-01 4.257600e+02 4.252918e+02 1.190008e+03 1.051787e+03 -1.607078e+03 -1.313265e+03 -1.505722e+03 -1.549444e+03 1.163637e+03 
 4.486600e-01 4.137000e+02 4.127793e+02 1.173640e+03 1.042429e+03 -1.591318e+03 -1.292573e+03 -1.515935e+03 -1.530465e+03 1.150170e+03 
 4.551200e-01 4.019400e+02 4.005940e+02 1.157472e+03 1.032978e+03 -1.575443e+03 -1.272038e+03 -1.526084e+03 -1.511495e+03 1.136681e+03 
 4.616600e-01 3.903300e+02 3.887658e+02 1.141539e+03 1.023452e+03 -1.559520e+03 -1.251726e+03 -1.536128e+03 -1.492609e+03 1.123221e+03 
 4.683100e-01 3.788300e+02 3.772362e+02 1.125785e+03 1.013841e+03 -1.543476e+03 -1.231595e+03 -1.546106e+03 -1.473733e+03 1.109743e+03 
 4.750500e-01 3.674600e+02 3.660350e+02 1.110191e+03 1.004171e+03 -1.527402e+03 -1.211671e+03 -1.555996e+03 -1.454932e+03 1.096292e+03 
 4.818800e-01 3.563200e+02 3.551558e+02 1.094762e+03 9.944469e+02 -1.511269e+03 -1.191953e+03 -1.565792e+03 -1.436204e+03 1.082869e+03 
 4.888100e-01 3.455000e+02 3.445763e+02 1.079494e+03 9.846570e+02 -1.495086e+03 -1.172428e+03 -1.575510e+03 -1.417530e+03 1.069460e+03 
 4.958500e-01 3.350800e+02 3.342773e+02 1.064394e+03 9.748024e+02 -1.478836e+03 -1.153071e+03 -1.585160e+03 -1.398893e+03 1.056054e+03 
 5.029800e-01 3.250800e+02 3.242821e+02 1.049540e+03 9.649086e+02 -1.462565e+03 -1.133943e+03 -1.594712e+03 -1.380354e+03 1.042695e+03 
 5.102200e-01 3.154600e+02 3.145575e+02 1.034822e+03 9.549574e+02 -1.446238e+03 -1.114996e+03 -1.604189e+03 -1.361869e+03 1.029354e+03 
 5.175600e-01 3.061600e+02 3.051117e+02 1.020240e+03 9.449752e+02 -1.429901e+03 -1.096255e+03 -1.613575e+03 -1.343472e+03 1.016054e+03 
 5.250100e-01 2.970800e+02 2.959269e+02 1.005845e+03 9.349493e+02 -1.413532e+03 -1.077696e+03 -1.622882e+03 -1.325145e+03 1.002783e+03 
 5.325600e-01 2.882000e+02 2.870103e+02 9.916467e+02 9.248960e+02 -1.397149e+03 -1.059363e+03 -1.632096e+03 -1.306923e+03 9.895686e+02 
 5.402200e-01 2.794900e+02 2.783447e+02 9.775323e+02 9.148131e+02 -1.380766e+03 -1.041228e+03 -1.641225e+03 -1.288789e+03 9.763971e+02 
 5.480000e-01 2.709700e+02 2.699148e+02 9.635796e+02 9.046968e+02 -1.364353e+03 -1.023274e+03 -1.650279e+03 -1.270726e+03 9.632584e+02 
 5.558800e-01 2.627000e+02 2.617376e+02 9.497892e+02 8.945675e+02 -1.347992e+03 -1.005553e+03 -1.659230e+03 -1.252792e+03 9.501934e+02 
 5.638800e-01 2.546900e+02 2.537871e+02 9.361743e+02 8.844271e+02 -1.331633e+03 -9.880603e+02 -1.668082e+03 -1.234975e+03 9.371942e+02 
 5.719900e-01 2.469600e+02 2.460692e+02 9.227226e+02 8.742820e+02 -1.315289e+03 -9.707834e+02 -1.676840e+03 -1.217276e+03 9.242632e+02 
 5.802200e-01 2.394800e+02 2.385697e+02 9.093953e+02 8.641269e+02 -1.298966e+03 -9.537027e+02 -1.685513e+03 -1.199679e+03 9.113891e+02 
 5.885700e-01 2.322300e+02 2.312848e+02 8.961839e+02 8.539629e+02 -1.282662e+03 -9.368239e+02 -1.694098e+03 -1.182190e+03 8.985781e+02 
 5.970400e-01 2.251700e+02 2.242099e+02 8.831177e+02 8.437992e+02 -1.266389e+03 -9.201487e+02 -1.702594e+03 -1.164818e+03 8.858358e+02 
 6.056300e-01 2.182800e+02 2.173405e+02 8.702238e+02 8.336401e+02 -1.250163e+03 -9.036824e+02 -1.710999e+03 -1.147568e+03 8.731673e+02 
 6.143400e-01 2.115700e+02 2.106740e+02 8.574708e+02 8.234894e+02 -1.233985e+03 -8.874291e+02 -1.719310e+03 -1.130447e+03 8.605778e+02 
 6.231800e-01 2.050500e+02 2.041971e+02 8.448257e+02 8.133420e+02 -1.217838e+03 -8.713721e+02 -1.727535e+03 -1.113442e+03 8.480580e+02 
 6.321500e-01 1.987200e+02 1.979068e+02 8.323185e+02 8.032045e+02 -1.201733e+03 -8.555138e+02 -1.735672e+03 -1.096558e+03 8.356134e+02 
 6.412400e-01 1.926000e+02 1.918060e+02 8.199692e+02 7.930926e+02 -1.185696e+03 -8.398757e+02 -1.743710e+03 -1.079821e+03 8.232623e+02 
 6.504700e-01 1.866700e+02 1.858779e+02 8.077552e+02 7.829901e+02 -1.169706e+03 -8.244265e+02 -1.751666e+03 -1.063200e+03 8.109828e+02 
 6.598300e-01 1.809100e+02 1.801250e+02 7.955878e+02 7.729155e+02 -1.153784e+03 -8.091847e+02 -1.759529e+03 -1.046719e+03 7.987941e+02 
 6.693200e-01 1.753200e+02 1.745438e+02 7.836773e+02 7.628754e+02 -1.137945e+03 -7.941695e+02 -1.767289e+03 -1.030396e+03 7.867077e+02 
 6.789500e-01 1.698700e+02 1.691250e+02 7.717877e+02 7.528726e+02 -1.122197e+03 -7.793744e+02 -1.774951e+03 -1.014228e+03 7.747232e+02 
 6.887200e-01 1.645900e+02 1.638652e+02 7.601552e+02 7.428997e+02 -1.106513e+03 -7.647771e+02 -1.782522e+03 -9.981952e+02 7.628255e+02 
 6.986300e-01 1.594600e+02 1.587611e+02 7.485690e+02 7.329614e+02 -1.090908e+03 -7.503821e+02 -1.790003e+03 -9.823084e+02 7.510249e+02 
 7.086800e-01 1.544900e+02 1.538095e+02 7.371184e+02 7.230626e+02 -1.075393e+03 -7.361904e+02 -1.797391e+03 -9.665702e+02 7.393231e+02 
 7.188800e-01 1.496700e+02 1.490024e+02 7.257843e+02 7.131983e+02 -1.059954e+03 -7.221900e+02 -1.804693e+03 -9.509696e+02 7.277120e+02 
 7.292200e-01 1.449900e+02 1.443413e+02 7.145911e+02 7.033839e+02 -1.044618e+03 -7.083932e+02 -1.811901e+03 -9.355268e+02 7.162074e+02 
 7.397200e-01 1.404500e+02 1.398143e+02 7.035051e+02 6.936036e+02 -1.029360e+03 -6.947820e+02 -1.819026e+03 -9.202169e+02 7.047910e+02 
 7.503600e-01 1.360400e+02 1.354272e+02 6.925440e+02 6.838802e+02 -1.014212e+03 -6.813880e+02 -1.826052e+03 -9.050737e+02 6.934886e+02 
 7.611600e-01 1.317600e+02 1.311686e+02 6.817173e+02 6.742016e+02 -9.991543e+02 -6.681762e+02 -1.832993e+03 -8.900729e+02 6.822825e+02 
 7.721100e-01 1.276100e+02 1.270397e+02 6.709896e+02 6.645784e+02 -9.842050e+02 -6.551572e+02 -1.839842e+03 -8.752318e+02 6.711856e+02 
 7.832200e-01 1.235900e+02 1.230339e+02 6.603745e+02 6.550052e+02 -9.693571e+02 -6.423339e+02 -1.846602e+03 -8.605408e+02 6.601910e+02 
 7.944900e-01 1.196900e+02 1.191487e+02 6.499080e+02 6.454879e+02 -9.546175e+02 -6.297022e+02 -1.853274e+03 -8.460056e+02 6.493040e+02 
 8.059200e-01 1.159100e+02 1.153814e+02 6.395702e+02 6.360505e+02 -9.400166e+02 -6.172882e+02 -1.859844e+03 -8.316538e+02 6.385445e+02 
 8.175100e-01 1.122400e+02 1.117293e+02 6.293438e+02 6.266753e+02 -9.255315e+02 -6.050768e+02 -1.866319e+03 -8.174730e+02 6.279043e+02 
 8.292800e-01 1.086800e+02 1.081838e+02 6.192180e+02 6.173159e+02 -9.111265e+02 -5.930386e+02 -1.872716e+03 -8.034302e+02 6.173609e+02 
 8.412100e-01 1.052200e+02 1.047484e+02 6.092569e+02 6.080824e+02 -8.968811e+02 -5.811953e+02 -1.879015e+03 -7.895614e+02 6.069370e+02 
 8.533100e-01 1.018800e+02 1.014180e+02 5.993671e+02 5.989059e+02 -8.827532e+02 -5.695379e+02 -1.885227e+03 -7.758516e+02 5.966251e+02 
 8.655900e-01 9.863000e+01 9.818731e+01 5.896012e+02 5.897914e+02 -8.687365e+02 -5.580638e+02 -1.891357e+03 -7.622928e+02 5.864200e+02 
 8.780400e-01 9.548300e+01 9.505684e+01 5.799475e+02 5.807547e+02 -8.548518e+02 -5.467761e+02 -1.897400e+03 -7.489000e+02 5.763320e+02 
 8.906800e-01 9.243200e+01 9.201942e+01 5.704180e+02 5.717770e+02 -8.410511e+02 -5.356516e+02 -1.903362e+03 -7.356523e+02 5.663486e+02 
 9.034900e-01 8.947400e+01 8.907768e+01 5.610468e+02 5.628778e+02 -8.273778e+02 -5.247148e+02 -1.909232e+03 -7.225754e+02 5.564881e+02 
 9.164900e-01 8.660600e+01 8.622487e+01 5.517107e+02 5.540398e+02 -8.138780e+02 -5.139532e+02 -1.915022e+03 -7.096570e+02 5.467352e+02 
 9.296800e-01 8.382700e+01 8.345907e+01 5.424800e+02 5.452643e+02 -8.005023e+02 -5.033651e+02 -1.920729e+03 -6.968966e+02 5.370941e+02 
 9.430500e-01 8.113400e+01 8.078033e+01 5.333643e+02 5.365676e+02 -7.872814e+02 -4.929608e+02 -1.926347e+03 -6.843070e+02 5.275729e+02 
 9.566200e-01 7.852400e+01 7.818269e+01 5.244470e+02 5.279547e+02 -7.741524e+02 -4.827213e+02 -1.931885e+03 -6.718684e+02 5.181636e+02 
