 # k, pm_lin, pm_lin_IR, pm_1loop_IR, pb1b2, pb1bG2, pb1bGamma3, pb22, pb2bg2, pbg22
 9.479400e-03 2.161400e+04 2.161403e+04 2.157831e+04 4.095867e-01 -8.437463e+00 -2.326991e+02 -5.783567e+00 -1.344730e+02 2.054025e+01 
 9.615800e-03 2.174800e+04 2.174802e+04 2.171113e+04 5.429376e-01 -8.874250e+00 -2.405607e+02 -5.946573e+00 -1.380609e+02 2.145973e+01 
 9.754200e-03 2.187900e+04 2.187903e+04 2.184090e+04 6.855613e-01 -9.332461e+00 -2.486530e+02 -6.114116e+00 -1.417380e+02 2.241692e+01 
 9.894500e-03 2.201000e+04 2.201003e+04 2.197064e+04 8.377920e-01 -9.812616e+00 -2.569806e+02 -6.286147e+00 -1.455027e+02 2.341219e+01 
 1.003700e-02 2.213800e+04 2.213803e+04 2.209735e+04 1.000433e+00 -1.031665e+01 -2.655558e+02 -6.463129e+00 -1.493641e+02 2.444887e+01 
 1.018100e-02 2.226500e+04 2.226502e+04 2.222302e+04 1.173086e+00 -1.084278e+01 -2.743512e+02 -6.644281e+00 -1.533041e+02 2.552285e+01 
 1.032800e-02 2.238900e+04 2.238903e+04 2.234566e+04 1.358183e+00 -1.139765e+01 -2.834358e+02 -6.831580e+00 -1.573653e+02 2.664679e+01 
 1.047600e-02 2.251200e+04 2.251202e+04 2.246725e+04 1.554419e+00 -1.197655e+01 -2.927399e+02 -7.022805e+00 -1.614964e+02 2.780885e+01 
 1.062700e-02 2.263200e+04 2.263203e+04 2.258581e+04 1.764346e+00 -1.258653e+01 -3.023404e+02 -7.220399e+00 -1.657514e+02 2.902386e+01 
 1.078000e-02 2.275000e+04 2.275003e+04 2.270233e+04 1.987124e+00 -1.322486e+01 -3.122006e+02 -7.423200e+00 -1.701032e+02 3.028507e+01 
 1.093500e-02 2.286600e+04 2.286602e+04 2.281681e+04 2.223328e+00 -1.389236e+01 -3.223213e+02 -7.631259e+00 -1.745526e+02 3.159363e+01 
 1.109200e-02 2.297900e+04 2.297902e+04 2.292826e+04 2.473464e+00 -1.459017e+01 -3.326970e+02 -7.844699e+00 -1.791005e+02 3.295073e+01 
 1.125200e-02 2.309000e+04 2.309002e+04 2.303766e+04 2.739824e+00 -1.532412e+01 -3.434036e+02 -8.064981e+00 -1.837771e+02 3.436646e+01 
 1.141400e-02 2.319900e+04 2.319902e+04 2.314501e+04 3.021451e+00 -1.609082e+01 -3.543764e+02 -8.290852e+00 -1.885544e+02 3.583353e+01 
 1.157800e-02 2.330400e+04 2.330402e+04 2.324834e+04 3.318952e+00 -1.689124e+01 -3.656106e+02 -8.522397e+00 -1.934332e+02 3.735312e+01 
 1.174500e-02 2.340700e+04 2.340702e+04 2.334961e+04 3.634881e+00 -1.773185e+01 -3.771798e+02 -8.761150e+00 -1.984443e+02 3.893600e+01 
 1.191400e-02 2.350700e+04 2.350702e+04 2.344785e+04 3.968015e+00 -1.860920e+01 -3.890231e+02 -9.005848e+00 -2.035589e+02 4.057418e+01 
 1.208500e-02 2.360400e+04 2.360401e+04 2.354305e+04 4.319052e+00 -1.952421e+01 -4.011391e+02 -9.256547e+00 -2.087777e+02 4.226881e+01 
 1.225900e-02 2.369800e+04 2.369801e+04 2.363520e+04 4.690789e+00 -2.048362e+01 -4.135949e+02 -9.514780e+00 -2.141321e+02 4.403135e+01 
 1.243500e-02 2.378900e+04 2.378900e+04 2.372431e+04 5.082362e+00 -2.148428e+01 -4.263336e+02 -9.779422e+00 -2.195934e+02 4.585403e+01 
 1.261400e-02 2.387400e+04 2.387401e+04 2.380738e+04 5.497437e+00 -2.253472e+01 -4.393776e+02 -1.005217e+01 -2.251955e+02 4.775067e+01 
 1.279600e-02 2.395900e+04 2.395900e+04 2.389040e+04 5.936056e+00 -2.363487e+01 -4.528168e+02 -1.033291e+01 -2.309367e+02 4.972036e+01 
 1.298000e-02 2.403900e+04 2.403899e+04 2.396838e+04 6.396580e+00 -2.478004e+01 -4.665199e+02 -1.062032e+01 -2.367864e+02 5.175381e+01 
 1.316700e-02 2.411700e+04 2.411698e+04 2.404431e+04 6.882477e+00 -2.597812e+01 -4.805828e+02 -1.091603e+01 -2.427768e+02 5.386343e+01 
 1.335600e-02 2.419000e+04 2.418996e+04 2.411520e+04 7.391943e+00 -2.722430e+01 -4.949150e+02 -1.121862e+01 -2.488769e+02 5.603941e+01 
 1.354800e-02 2.426000e+04 2.425995e+04 2.418305e+04 7.928508e+00 -2.852682e+01 -5.095960e+02 -1.152983e+01 -2.551194e+02 5.829458e+01 
 1.374300e-02 2.432600e+04 2.432593e+04 2.424685e+04 8.493219e+00 -2.988759e+01 -5.246271e+02 -1.184982e+01 -2.615053e+02 6.063069e+01 
 1.394100e-02 2.438800e+04 2.438791e+04 2.430661e+04 9.087229e+00 -3.130851e+01 -5.400022e+02 -1.217871e+01 -2.680355e+02 6.304951e+01 
 1.414200e-02 2.444600e+04 2.444589e+04 2.436232e+04 9.711657e+00 -3.279157e+01 -5.557260e+02 -1.251670e+01 -2.747108e+02 6.555271e+01 
 1.434500e-02 2.450000e+04 2.449986e+04 2.441400e+04 1.036410e+01 -3.433090e+01 -5.717219e+02 -1.286227e+01 -2.814982e+02 6.812900e+01 
 1.455200e-02 2.455000e+04 2.454983e+04 2.446162e+04 1.105235e+01 -3.594405e+01 -5.881412e+02 -1.321900e+01 -2.884655e+02 7.080553e+01 
 1.476100e-02 2.459500e+04 2.459479e+04 2.450421e+04 1.177069e+01 -3.761675e+01 -6.048120e+02 -1.358352e+01 -2.955458e+02 7.355784e+01 
 1.497300e-02 2.463600e+04 2.463575e+04 2.454276e+04 1.252512e+01 -3.936124e+01 -6.218343e+02 -1.395808e+01 -3.027757e+02 7.640316e+01 
 1.518900e-02 2.467300e+04 2.467270e+04 2.457725e+04 1.331990e+01 -4.118881e+01 -6.392831e+02 -1.434456e+01 -3.101891e+02 7.935606e+01 
 1.540700e-02 2.470500e+04 2.470465e+04 2.460672e+04 1.414809e+01 -4.308194e+01 -6.569754e+02 -1.473930e+01 -3.177165e+02 8.238894e+01 
 1.562900e-02 2.473200e+04 2.473159e+04 2.463114e+04 1.501819e+01 -4.505978e+01 -6.750625e+02 -1.514622e+01 -3.254266e+02 8.553059e+01 
 1.585400e-02 2.475400e+04 2.475352e+04 2.465052e+04 1.592814e+01 -4.711617e+01 -6.934733e+02 -1.556365e+01 -3.332854e+02 8.876878e+01 
 1.608200e-02 2.477200e+04 2.477144e+04 2.466587e+04 1.687875e+01 -4.925305e+01 -7.122024e+02 -1.599172e+01 -3.412929e+02 9.210474e+01 
 1.631300e-02 2.478400e+04 2.478336e+04 2.467519e+04 1.787105e+01 -5.147231e+01 -7.312394e+02 -1.643063e+01 -3.494491e+02 9.553965e+01 
 1.654800e-02 2.479200e+04 2.479126e+04 2.468046e+04 1.891095e+01 -5.378608e+01 -7.506605e+02 -1.688253e+01 -3.577895e+02 9.908989e+01 
 1.678600e-02 2.479400e+04 2.479316e+04 2.467970e+04 1.999548e+01 -5.618695e+01 -7.703738e+02 -1.734575e+01 -3.662788e+02 1.027418e+02 
 1.702800e-02 2.479100e+04 2.479005e+04 2.467391e+04 2.113039e+01 -5.868704e+01 -7.904522e+02 -1.782241e+01 -3.749525e+02 1.065121e+02 
 1.727300e-02 2.478300e+04 2.478192e+04 2.466309e+04 2.231218e+01 -6.127822e+01 -8.108228e+02 -1.831068e+01 -3.837748e+02 1.103865e+02 
 1.752100e-02 2.477100e+04 2.476977e+04 2.464823e+04 2.354185e+01 -6.396286e+01 -8.314973e+02 -1.881075e+01 -3.927450e+02 1.143657e+02 
 1.777300e-02 2.475200e+04 2.475062e+04 2.462636e+04 2.482577e+01 -6.675405e+01 -8.524732e+02 -1.932498e+01 -4.018990e+02 1.184670e+02 
 1.802900e-02 2.472800e+04 2.472645e+04 2.459945e+04 2.616945e+01 -6.965927e+01 -8.737933e+02 -1.985411e+01 -4.112399e+02 1.226968e+02 
 1.828800e-02 2.469700e+04 2.469529e+04 2.456554e+04 2.756523e+01 -7.266532e+01 -8.953074e+02 -2.039590e+01 -4.207274e+02 1.270349e+02 
 1.855200e-02 2.466200e+04 2.466009e+04 2.452759e+04 2.902541e+01 -7.579685e+01 -9.172522e+02 -2.095473e+01 -4.304339e+02 1.315155e+02 
 1.881800e-02 2.462000e+04 2.461789e+04 2.448265e+04 3.053502e+01 -7.902102e+01 -9.392960e+02 -2.152441e+01 -4.402486e+02 1.360885e+02 
 1.908900e-02 2.457300e+04 2.457067e+04 2.443267e+04 3.211220e+01 -8.237529e+01 -9.617146e+02 -2.211164e+01 -4.502810e+02 1.408061e+02 
 1.936400e-02 2.452000e+04 2.451743e+04 2.437669e+04 3.375243e+01 -8.585005e+01 -9.844037e+02 -2.271451e+01 -4.604937e+02 1.456519e+02 
 1.964300e-02 2.446100e+04 2.445819e+04 2.431469e+04 3.545721e+01 -8.944799e+01 -1.007333e+03 -2.333334e+01 -4.708855e+02 1.506269e+02 
 1.992500e-02 2.439600e+04 2.439293e+04 2.424671e+04 3.722167e+01 -9.315820e+01 -1.030410e+03 -2.396615e+01 -4.814179e+02 1.557132e+02 
 2.021200e-02 2.432500e+04 2.432166e+04 2.417272e+04 3.905969e+01 -9.700896e+01 -1.053784e+03 -2.461766e+01 -4.921646e+02 1.609476e+02 
 2.050300e-02 2.424800e+04 2.424437e+04 2.409272e+04 4.096656e+01 -1.009888e+02 -1.077367e+03 -2.528598e+01 -5.030868e+02 1.663125e+02 
 2.079800e-02 2.416600e+04 2.416206e+04 2.400774e+04 4.294306e+01 -1.050997e+02 -1.101159e+03 -2.597147e+01 -5.141830e+02 1.718082e+02 
 2.109700e-02 2.407700e+04 2.407276e+04 2.391577e+04 4.499071e+01 -1.093449e+02 -1.125084e+03 -2.667430e+01 -5.254515e+02 1.774345e+02 
 2.140000e-02 2.398200e+04 2.397745e+04 2.381782e+04 4.711137e+01 -1.137243e+02 -1.149141e+03 -2.739496e+01 -5.368912e+02 1.831930e+02 
 2.170800e-02 2.388100e+04 2.387613e+04 2.371389e+04 4.931675e+01 -1.182610e+02 -1.173402e+03 -2.813643e+01 -5.485390e+02 1.891054e+02 
 2.202100e-02 2.377500e+04 2.376978e+04 2.360497e+04 5.160390e+01 -1.229508e+02 -1.197891e+03 -2.889871e+01 -5.603910e+02 1.951677e+02 
 2.233800e-02 2.366200e+04 2.365645e+04 2.348909e+04 5.396701e+01 -1.277805e+02 -1.222417e+03 -2.967979e+01 -5.724078e+02 2.013607e+02 
 2.265900e-02 2.354300e+04 2.353712e+04 2.336726e+04 5.640674e+01 -1.327521e+02 -1.246987e+03 -3.047961e+01 -5.845872e+02 2.076839e+02 
 2.298500e-02 2.341800e+04 2.341180e+04 2.323945e+04 5.893232e+01 -1.378821e+02 -1.271695e+03 -3.130115e+01 -5.969647e+02 2.141564e+02 
 2.331600e-02 2.328800e+04 2.328146e+04 2.310669e+04 6.154475e+01 -1.431701e+02 -1.296499e+03 -3.214495e+01 -6.095378e+02 2.207779e+02 
 2.365100e-02 2.315100e+04 2.314416e+04 2.296699e+04 6.423651e+01 -1.486027e+02 -1.321300e+03 -3.300877e+01 -6.222663e+02 2.275277e+02 
 2.399100e-02 2.301000e+04 2.300284e+04 2.282333e+04 6.701663e+01 -1.541978e+02 -1.346170e+03 -3.389541e+01 -6.351856e+02 2.344254e+02 
 2.433700e-02 2.286200e+04 2.285455e+04 2.267273e+04 6.989529e+01 -1.599715e+02 -1.371146e+03 -3.480784e+01 -6.483307e+02 2.414905e+02 
 2.468700e-02 2.270900e+04 2.270128e+04 2.251720e+04 7.285676e+01 -1.658908e+02 -1.396038e+03 -3.574120e+01 -6.616230e+02 2.486814e+02 
 2.504200e-02 2.255000e+04 2.254205e+04 2.235574e+04 7.590878e+01 -1.719704e+02 -1.420894e+03 -3.669886e+01 -6.750977e+02 2.560179e+02 
 2.540200e-02 2.238600e+04 2.237784e+04 2.218936e+04 7.905202e+01 -1.782218e+02 -1.445719e+03 -3.768076e+01 -6.887510e+02 2.634981e+02 
 2.576800e-02 2.221700e+04 2.220866e+04 2.201805e+04 8.229765e+01 -1.846555e+02 -1.470568e+03 -3.869074e+01 -7.026168e+02 2.711437e+02 
 2.613900e-02 2.204300e+04 2.203452e+04 2.184184e+04 8.563965e+01 -1.912587e+02 -1.495310e+03 -3.972662e+01 -7.166544e+02 2.789329e+02 
 2.651500e-02 2.186400e+04 2.185542e+04 2.166073e+04 8.907424e+01 -1.980255e+02 -1.519928e+03 -4.078822e+01 -7.308601e+02 2.868619e+02 
 2.689600e-02 2.168000e+04 2.167139e+04 2.147473e+04 9.260140e+01 -2.049552e+02 -1.544390e+03 -4.187604e+01 -7.452306e+02 2.949293e+02 
 2.728300e-02 2.149100e+04 2.148242e+04 2.128382e+04 9.623174e+01 -2.120656e+02 -1.568766e+03 -4.299308e+01 -7.597999e+02 3.031547e+02 
 2.767600e-02 2.129800e+04 2.128949e+04 2.108902e+04 9.996540e+01 -2.193574e+02 -1.593063e+03 -4.414006e+01 -7.745644e+02 3.115368e+02 
 2.807400e-02 2.110100e+04 2.109264e+04 2.089034e+04 1.037929e+02 -2.268109e+02 -1.617159e+03 -4.531445e+01 -7.894828e+02 3.200528e+02 
 2.847800e-02 2.089900e+04 2.089087e+04 2.068678e+04 1.077231e+02 -2.344424e+02 -1.641093e+03 -4.651964e+01 -8.045882e+02 3.287219e+02 
 2.888800e-02 2.069400e+04 2.068617e+04 2.048034e+04 1.117553e+02 -2.422519e+02 -1.664869e+03 -4.775619e+01 -8.198761e+02 3.375423e+02 
 2.930300e-02 2.048500e+04 2.047756e+04 2.027003e+04 1.158802e+02 -2.502211e+02 -1.688403e+03 -4.902145e+01 -8.353057e+02 3.464909e+02 
 2.972500e-02 2.027300e+04 2.026602e+04 2.005685e+04 1.201173e+02 -2.583830e+02 -1.711815e+03 -5.032228e+01 -8.509468e+02 3.556090e+02 
 3.015200e-02 2.005700e+04 2.005061e+04 1.983982e+04 1.244474e+02 -2.667025e+02 -1.734892e+03 -5.165289e+01 -8.667213e+02 3.648516e+02 
 3.058600e-02 1.983900e+04 1.983326e+04 1.962092e+04 1.288872e+02 -2.752075e+02 -1.757882e+03 -5.302095e+01 -8.826982e+02 3.742599e+02 
 3.102600e-02 1.961800e+04 1.961302e+04 1.939917e+04 1.334313e+02 -2.838892e+02 -1.780558e+03 -5.442275e+01 -8.988311e+02 3.838113e+02 
 3.147300e-02 1.939400e+04 1.938990e+04 1.917458e+04 1.380859e+02 -2.927547e+02 -1.803022e+03 -5.586183e+01 -9.151562e+02 3.935246e+02 
 3.192600e-02 1.916900e+04 1.916585e+04 1.894912e+04 1.428401e+02 -3.017874e+02 -1.825276e+03 -5.733707e+01 -9.316313e+02 4.033754e+02 
 3.238500e-02 1.894100e+04 1.893894e+04 1.872083e+04 1.476913e+02 -3.109763e+02 -1.847197e+03 -5.884628e+01 -9.482540e+02 4.133630e+02 
 3.285100e-02 1.871200e+04 1.871113e+04 1.849169e+04 1.526497e+02 -3.203476e+02 -1.868945e+03 -6.039502e+01 -9.650540e+02 4.235063e+02 
 3.332400e-02 1.848200e+04 1.848241e+04 1.826169e+04 1.577138e+02 -3.298942e+02 -1.890498e+03 -6.198470e+01 -9.820262e+02 4.338034e+02 
 3.380300e-02 1.825100e+04 1.825281e+04 1.803084e+04 1.628736e+02 -3.395941e+02 -1.911817e+03 -6.361111e+01 -9.991308e+02 4.442313e+02 
 3.429000e-02 1.802000e+04 1.802327e+04 1.780014e+04 1.681488e+02 -3.494852e+02 -1.932991e+03 -6.528176e+01 -1.016434e+03 4.548317e+02 
 3.478300e-02 1.778800e+04 1.779287e+04 1.756858e+04 1.735149e+02 -3.595205e+02 -1.953914e+03 -6.699114e+01 -1.033858e+03 4.655590e+02 
 3.528300e-02 1.755700e+04 1.756353e+04 1.733817e+04 1.789841e+02 -3.697221e+02 -1.974658e+03 -6.874193e+01 -1.051435e+03 4.764335e+02 
 3.579100e-02 1.732500e+04 1.733332e+04 1.710691e+04 1.845641e+02 -3.801057e+02 -1.995230e+03 -7.053855e+01 -1.069194e+03 4.874759e+02 
 3.630600e-02 1.709500e+04 1.710515e+04 1.687776e+04 1.902462e+02 -3.906432e+02 -2.015729e+03 -7.237905e+01 -1.087094e+03 4.986620e+02 
 3.682800e-02 1.686500e+04 1.687709e+04 1.664878e+04 1.960236e+02 -4.013360e+02 -2.035970e+03 -7.426380e+01 -1.105128e+03 5.099906e+02 
 3.735800e-02 1.663700e+04 1.665106e+04 1.642190e+04 2.019115e+02 -4.122094e+02 -2.056198e+03 -7.619906e+01 -1.123318e+03 5.214807e+02 
 3.789600e-02 1.641000e+04 1.642611e+04 1.619615e+04 2.079070e+02 -4.232499e+02 -2.076336e+03 -7.818208e+01 -1.141668e+03 5.331331e+02 
 3.844100e-02 1.618600e+04 1.620416e+04 1.597350e+04 2.139979e+02 -4.344349e+02 -2.096452e+03 -8.021110e+01 -1.160136e+03 5.449239e+02 
 3.899400e-02 1.596300e+04 1.598329e+04 1.575197e+04 2.201920e+02 -4.457843e+02 -2.116491e+03 -8.229013e+01 -1.178750e+03 5.568733e+02 
 3.955500e-02 1.574300e+04 1.576541e+04 1.553353e+04 2.264916e+02 -4.573023e+02 -2.136575e+03 -8.441952e+01 -1.197506e+03 5.689808e+02 
 4.012400e-02 1.552600e+04 1.555053e+04 1.531816e+04 2.328950e+02 -4.689766e+02 -2.156756e+03 -8.659984e+01 -1.216397e+03 5.812450e+02 
 4.070200e-02 1.531200e+04 1.533861e+04 1.510585e+04 2.394138e+02 -4.808265e+02 -2.177094e+03 -8.883626e+01 -1.235450e+03 5.936865e+02 
 4.128700e-02 1.510200e+04 1.513065e+04 1.489760e+04 2.460243e+02 -4.928174e+02 -2.197538e+03 -9.112165e+01 -1.254593e+03 6.062611e+02 
 4.188100e-02 1.489500e+04 1.492564e+04 1.469239e+04 2.527478e+02 -5.049872e+02 -2.218169e+03 -9.346384e+01 -1.273884e+03 6.190104e+02 
 4.248400e-02 1.469200e+04 1.472454e+04 1.449121e+04 2.595881e+02 -5.173350e+02 -2.239055e+03 -9.586402e+01 -1.293318e+03 6.319336e+02 
 4.309500e-02 1.449300e+04 1.452735e+04 1.429405e+04 2.665285e+02 -5.298387e+02 -2.260178e+03 -9.831857e+01 -1.312854e+03 6.450080e+02 
 4.371500e-02 1.429900e+04 1.433500e+04 1.410186e+04 2.735853e+02 -5.425195e+02 -2.281721e+03 -1.008314e+02 -1.332519e+03 6.582543e+02 
 4.434400e-02 1.410900e+04 1.414651e+04 1.391367e+04 2.807572e+02 -5.553783e+02 -2.303586e+03 -1.034053e+02 -1.352296e+03 6.716692e+02 
 4.498200e-02 1.392300e+04 1.396189e+04 1.372947e+04 2.880488e+02 -5.684154e+02 -2.325793e+03 -1.060404e+02 -1.372177e+03 6.852512e+02 
 4.562900e-02 1.374300e+04 1.378299e+04 1.355118e+04 2.954565e+02 -5.816331e+02 -2.348601e+03 -1.087362e+02 -1.392163e+03 6.989994e+02 
 4.628600e-02 1.356700e+04 1.360791e+04 1.337684e+04 3.029992e+02 -5.950500e+02 -2.371867e+03 -1.114971e+02 -1.412277e+03 7.129340e+02 
 4.695200e-02 1.339600e+04 1.343758e+04 1.320743e+04 3.106594e+02 -6.086622e+02 -2.395649e+03 -1.143202e+02 -1.432479e+03 7.270307e+02 
 4.762800e-02 1.323000e+04 1.327197e+04 1.304291e+04 3.184563e+02 -6.224831e+02 -2.420027e+03 -1.172099e+02 -1.452790e+03 7.413081e+02 
 4.831300e-02 1.306900e+04 1.311107e+04 1.288329e+04 3.263803e+02 -6.364954e+02 -2.444993e+03 -1.201622e+02 -1.473171e+03 7.557423e+02 
 4.900800e-02 1.291300e+04 1.295484e+04 1.272856e+04 3.344445e+02 -6.507234e+02 -2.470550e+03 -1.231823e+02 -1.493644e+03 7.703513e+02 
 4.971300e-02 1.276100e+04 1.280233e+04 1.257771e+04 3.426530e+02 -6.651696e+02 -2.496727e+03 -1.262714e+02 -1.514198e+03 7.851306e+02 
 5.042800e-02 1.261500e+04 1.265538e+04 1.243270e+04 3.510081e+02 -6.798443e+02 -2.523640e+03 -1.294299e+02 -1.534822e+03 8.000758e+02 
 5.115400e-02 1.247300e+04 1.251209e+04 1.229154e+04 3.595279e+02 -6.947709e+02 -2.551262e+03 -1.326621e+02 -1.555534e+03 8.152036e+02 
 5.189000e-02 1.233600e+04 1.237337e+04 1.215521e+04 3.681976e+02 -7.099293e+02 -2.579586e+03 -1.359644e+02 -1.576297e+03 8.304886e+02 
 5.263700e-02 1.220400e+04 1.223919e+04 1.202368e+04 3.770427e+02 -7.253575e+02 -2.608753e+03 -1.393424e+02 -1.597123e+03 8.459431e+02 
 5.339400e-02 1.207600e+04 1.210860e+04 1.189598e+04 3.860424e+02 -7.410286e+02 -2.638537e+03 -1.427924e+02 -1.617953e+03 8.615339e+02 
 5.416200e-02 1.195100e+04 1.198066e+04 1.177117e+04 3.952275e+02 -7.569740e+02 -2.668817e+03 -1.463202e+02 -1.638817e+03 8.772780e+02 
 5.494100e-02 1.183000e+04 1.185626e+04 1.165017e+04 4.045904e+02 -7.732013e+02 -2.699807e+03 -1.499236e+02 -1.659705e+03 8.931678e+02 
 5.573200e-02 1.171300e+04 1.173536e+04 1.153300e+04 4.141548e+02 -7.897293e+02 -2.731480e+03 -1.536086e+02 -1.680632e+03 9.092141e+02 
 5.653400e-02 1.159800e+04 1.161612e+04 1.141772e+04 4.239060e+02 -8.065449e+02 -2.763568e+03 -1.573715e+02 -1.701552e+03 9.253852e+02 
 5.734700e-02 1.148600e+04 1.149944e+04 1.130533e+04 4.338499e+02 -8.236507e+02 -2.796073e+03 -1.612125e+02 -1.722453e+03 9.416697e+02 
 5.817200e-02 1.137600e+04 1.138438e+04 1.119483e+04 4.439979e+02 -8.410695e+02 -2.828994e+03 -1.651366e+02 -1.743344e+03 9.580756e+02 
 5.900900e-02 1.126800e+04 1.127092e+04 1.108625e+04 4.543535e+02 -8.588039e+02 -2.862216e+03 -1.691442e+02 -1.764209e+03 9.745891e+02 
 5.985800e-02 1.116100e+04 1.115814e+04 1.097867e+04 4.649231e+02 -8.768564e+02 -2.895566e+03 -1.732354e+02 -1.785031e+03 9.911961e+02 
 6.072000e-02 1.105400e+04 1.104514e+04 1.087112e+04 4.757159e+02 -8.952508e+02 -2.928901e+03 -1.774151e+02 -1.805817e+03 1.007901e+03 
 6.159300e-02 1.094800e+04 1.093283e+04 1.076457e+04 4.867089e+02 -9.139375e+02 -2.962160e+03 -1.816747e+02 -1.826500e+03 1.024647e+03 
 6.248000e-02 1.084100e+04 1.081938e+04 1.065716e+04 4.979255e+02 -9.329513e+02 -2.995168e+03 -1.860282e+02 -1.847132e+03 1.041475e+03 
 6.337900e-02 1.073300e+04 1.070483e+04 1.054893e+04 5.093663e+02 -9.522947e+02 -3.027659e+03 -1.904676e+02 -1.867644e+03 1.058326e+03 
 6.429000e-02 1.062400e+04 1.058920e+04 1.043992e+04 5.210071e+02 -9.719235e+02 -3.059528e+03 -1.949937e+02 -1.887989e+03 1.075168e+03 
 6.521500e-02 1.051300e+04 1.047157e+04 1.032921e+04 5.328769e+02 -9.918833e+02 -3.090641e+03 -1.996154e+02 -1.908223e+03 1.092029e+03 
 6.615400e-02 1.039900e+04 1.035110e+04 1.021589e+04 5.449587e+02 -1.012144e+03 -3.120718e+03 -2.043336e+02 -1.928324e+03 1.108889e+03 
 6.710600e-02 1.028200e+04 1.022784e+04 1.010006e+04 5.572405e+02 -1.032679e+03 -3.149545e+03 -2.091424e+02 -1.948252e+03 1.125712e+03 
 6.807100e-02 1.016100e+04 1.010096e+04 9.980790e+03 5.697090e+02 -1.053462e+03 -3.176870e+03 -2.140415e+02 -1.967987e+03 1.142474e+03 
 6.905100e-02 1.003600e+04 9.970459e+03 9.858128e+03 5.823804e+02 -1.074527e+03 -3.202679e+03 -2.190417e+02 -1.987552e+03 1.159188e+03 
 7.004400e-02 9.907400e+03 9.836783e+03 9.732532e+03 5.952131e+02 -1.095799e+03 -3.226758e+03 -2.241323e+02 -2.006888e+03 1.175801e+03 
 7.105200e-02 9.773500e+03 9.698479e+03 9.602442e+03 6.082168e+02 -1.117283e+03 -3.248844e+03 -2.293238e+02 -2.026013e+03 1.192322e+03 
 7.207400e-02 9.634500e+03 9.555811e+03 9.468142e+03 6.213662e+02 -1.138933e+03 -3.268708e+03 -2.346117e+02 -2.044888e+03 1.208713e+03 
 7.311100e-02 9.490400e+03 9.408831e+03 9.329674e+03 6.346533e+02 -1.160741e+03 -3.286289e+03 -2.400009e+02 -2.063514e+03 1.224968e+03 
 7.416300e-02 9.340800e+03 9.257279e+03 9.186732e+03 6.480558e+02 -1.182681e+03 -3.301390e+03 -2.454895e+02 -2.081875e+03 1.241069e+03 
 7.523000e-02 9.185900e+03 9.101411e+03 9.039566e+03 6.615470e+02 -1.204674e+03 -3.313915e+03 -2.510784e+02 -2.099952e+03 1.256993e+03 
 7.631300e-02 9.025700e+03 8.941290e+03 8.888287e+03 6.751277e+02 -1.226730e+03 -3.323670e+03 -2.567741e+02 -2.117719e+03 1.272717e+03 
 7.741100e-02 8.860200e+03 8.777035e+03 8.732949e+03 6.887362e+02 -1.248762e+03 -3.330474e+03 -2.625699e+02 -2.135147e+03 1.288208e+03 
 7.852400e-02 8.689900e+03 8.609157e+03 8.574033e+03 7.023600e+02 -1.270727e+03 -3.334510e+03 -2.684662e+02 -2.152246e+03 1.303470e+03 
 7.965400e-02 8.515000e+03 8.437875e+03 8.411737e+03 7.159970e+02 -1.292636e+03 -3.335820e+03 -2.744707e+02 -2.169034e+03 1.318514e+03 
 8.080000e-02 8.336100e+03 8.263788e+03 8.246626e+03 7.296054e+02 -1.314415e+03 -3.334459e+03 -2.805780e+02 -2.185485e+03 1.333315e+03 
 8.196300e-02 8.153700e+03 8.087389e+03 8.079202e+03 7.431701e+02 -1.336033e+03 -3.330497e+03 -2.867919e+02 -2.201603e+03 1.347874e+03 
 8.314200e-02 7.968400e+03 7.909273e+03 7.910001e+03 7.566482e+02 -1.357428e+03 -3.324092e+03 -2.931077e+02 -2.217364e+03 1.362170e+03 
 8.433900e-02 7.781100e+03 7.730204e+03 7.739863e+03 7.700383e+02 -1.378603e+03 -3.315408e+03 -2.995364e+02 -2.232788e+03 1.376218e+03 
 8.555200e-02 7.592400e+03 7.550786e+03 7.569278e+03 7.832953e+02 -1.399479e+03 -3.304670e+03 -3.060646e+02 -2.247843e+03 1.389991e+03 
 8.678300e-02 7.403500e+03 7.371997e+03 7.399331e+03 7.964119e+02 -1.420035e+03 -3.292162e+03 -3.127010e+02 -2.262554e+03 1.403511e+03 
 8.803200e-02 7.215100e+03 7.194443e+03 7.230570e+03 8.093634e+02 -1.440250e+03 -3.278181e+03 -3.194453e+02 -2.276912e+03 1.416773e+03 
 8.929800e-02 7.028200e+03 7.018977e+03 7.063865e+03 8.221162e+02 -1.460074e+03 -3.262992e+03 -3.262919e+02 -2.290903e+03 1.429767e+03 
 9.058300e-02 6.843600e+03 6.846207e+03 6.899860e+03 8.346856e+02 -1.479528e+03 -3.246944e+03 -3.332487e+02 -2.304550e+03 1.442518e+03 
 9.188600e-02 6.662500e+03 6.677099e+03 6.739500e+03 8.469986e+02 -1.498485e+03 -3.230461e+03 -3.403104e+02 -2.317798e+03 1.454984e+03 
 9.320900e-02 6.485600e+03 6.512145e+03 6.583265e+03 8.590965e+02 -1.517024e+03 -3.213947e+03 -3.474842e+02 -2.330705e+03 1.467219e+03 
 9.455000e-02 6.313900e+03 6.352130e+03 6.431982e+03 8.709570e+02 -1.535131e+03 -3.197748e+03 -3.547576e+02 -2.343260e+03 1.479218e+03 
