0.00099201    3815.2    3815.199936684614    3815.123397946548    -0.05644918400333472    -0.001299820298033082    -0.48521944513265286    -0.06550744094517    -1.6098332315135153    0.00624378631886566
0.0010063    3866.0    3865.999938988288    3865.9201365399626    -0.058054794710463806    -0.0013778422021579642    -0.5059215358312373    -0.06740726249615793    -1.6564846391721624    0.006600646570398612
0.0010208    3917.5    3917.4999401310088    3917.41673524844    -0.059705615271883936    -0.001461114688186312    -0.5275113774260963    -0.06936267793476547    -1.7044999949419448    0.006976400552803165
0.0010355    3969.7    3969.6999387452456    3969.61319047053    -0.06140109763021665    -0.0015511744772224157    -0.5500117957559214    -0.07137368652455744    -1.753875008488611    0.007376764207689163
0.0010504    4022.5    4022.4999377927743    4022.4094991371358    -0.06314245683117439    -0.001645149222938533    -0.5734468809618671    -0.07344125441213015    -1.804638171165469    0.007794058759220559
0.0010655    4075.9    4075.899937182865    4075.805655956406    -0.06493039394941888    -0.0017457734696569452    -0.5978475174845069    -0.07556657277951306    -1.8568179027139269    0.008242166754900769
0.0010808    4130.1    4130.099929827512    4130.00165070813    -0.0667657244321947    -0.0018508716559086417    -0.6232789000639618    -0.07775075948416858    -1.910443775194691    0.008705812285244289
0.0010963    4184.8    4184.799925786453    4184.697484761073    -0.06864922421800532    -0.001959123594687884    -0.6497338757138225    -0.07999534778234793    -1.9655454411236368    0.009202018125740159
0.0011121    4240.3    4240.299927139793    4240.19312587356    -0.07059418239050473    -0.0020765192355057024    -0.6774180284250196    -0.08231613183176478    -2.022516047322855    0.00972265197706775
0.0011281    4296.5    4296.499925152836    4296.38858825408    -0.07258943902844692    -0.002199627258171708    -0.706237967800411    -0.08470008774199186    -2.0810331983266903    0.010274257953652534
0.0011444    4353.3    4353.299935260107    4353.183848161567    -0.07464834199392681    -0.0023337209992720354    -0.736349034572163    -0.08716351227575506    -2.1415013890077397    0.01085813012990339
0.0011608    4410.9    4410.899923822857    4410.778933311082    -0.07674686812351049    -0.002469146850475842    -0.767570834267173    -0.08967789940299027    -2.203210164388044    0.011472397795470103
0.0011775    4469.1    4469.099925491958    4468.973801656984    -0.07891139819748715    -0.0026181087995528316    -0.8001740141210976    -0.09227469247912648    -2.2669438224585328    0.01212380467601295
0.0011945    4528.1    4528.099932623262    4527.968438838153    -0.08114292542801356    -0.002775263588638353    -0.8342517254779159    -0.09495634525723046    -2.332750709170796    0.012810806352606494
0.0012116    4587.8    4587.79991928246    4587.662883448468    -0.08341626575933501    -0.0029394165683850905    -0.8695555158367096    -0.09769224861317445    -2.3998892989605327    0.013528781587291507
0.0012291    4648.2    4648.1999305873605    4648.057060878206    -0.08577242178864786    -0.003114749913110332    -0.9065629633809587    -0.10053209512226446    -2.4695778021518797    0.014297021907213908
0.0012468    4709.3    4709.299936132033    4709.151006915159    -0.08818583433956902    -0.003298520958365304    -0.9450448150090826    -0.10344596771370045    -2.5410718941875867    0.01510554003909689
0.0012647    4771.2    4771.199930417561    4771.044710436578    -0.09065727985614168    -0.003493502957442443    -0.9850714360638505    -0.10643482534106037    -2.614405117056788    0.015954803992146403
0.0012829    4833.9    4833.899929098544    4833.738138045596    -0.09320163414083688    -0.003700046266715171    -1.0268575213950772    -0.10951737381608868    -2.6900303371851653    0.01685344060943691
0.0013014    4897.2    4897.199942476197    4897.031285961337    -0.09582066006933983    -0.003917820537020111    -1.0704281228330392    -0.11269575106602917    -2.7680001871170483    0.017805076351953546
0.0013201    4961.4    4961.399937901765    4961.224159335397    -0.09850095596988112    -0.004149575489134661    -1.115749012028408    -0.11595482946985283    -2.847937672346271    0.018806225518731373
0.0013391    5026.3    5026.299942630453    5026.116728957441    -0.10125811092921991    -0.004393978751581926    -1.1630083593469387    -0.1193132718263172    -2.9303157817198344    0.019864971482294595
0.0013583    5092.0    5091.999932731896    5091.80900741509    -0.10407871520503079    -0.0046538990409359556    -1.2121215477024774    -0.12275571399601698    -3.0147470346541807    0.020977562749521485
0.0013779    5158.5    5158.499945333684    5158.3009278643185    -0.10699353879445453    -0.004929046689436979    -1.2635238324327875    -0.12632011760204923    -3.1021654167937744    0.0221602619160653
0.0013977    5225.8    5225.799942147423    5225.592534422948    -0.10997441880931746    -0.005219907180823886    -1.3169290301931869    -0.12997277822172304    -3.1917352032876187    0.02340265842593269
0.0014178    5293.8    5293.79994788301    5293.583790013897    -0.11303712005352977    -0.005526332510531913    -1.3725722597734205    -0.1337337206409082    -3.2839562178894135    0.02471470926604599
0.0014382    5362.7    5362.699950108608    5362.474673915798    -0.11618344196139818    -0.005852338895161157    -1.4305934724138256    -0.1376053896359307    -3.3788863677434526    0.026100819531496237
0.0014589    5432.4    5432.3999555324235    5432.165176363237    -0.1194146644077158    -0.006198053577786341    -1.4910442950642393    -0.1415903405126467    -3.4765842733993204    0.02756467612773039
0.0014799    5502.8    5502.799969333357    5502.55528778563    -0.12273219036590016    -0.0065630747464420795    -1.553991647751037    -0.14569097571797401    -3.5771094314106247    0.029108445397003222
0.0015012    5574.2    5574.199971854507    5573.9449803861935    -0.126137037483005    -0.006947974084475606    -1.6196123952417736    -0.14990977823604773    -3.6805221729790296    0.030738494974037717
0.0015228    5646.3    5646.299982382967    5646.034252846343    -0.129630730096304    -0.007356954131667184    -1.687912033402084    -0.15424950240673344    -3.786881799994149    0.032457724357845566
0.0015447    5719.3    5719.299986782626    5719.023080403323    -0.13321499758117775    -0.007789589243494711    -1.759060142755149    -0.15871239249768457    -3.8962536480555965    0.034270928278109195
